# Assembly name:  hs38d1
# Description:    Decoy version 1 for GRCh38
# Organism name:  Homo sapiens (human)
# Isolate:  Pool of 254 public SGDP samples
# Sex:  pooled male and female
# Taxid:          9606
# BioSample:      SAMN03200031
# BioProject:     PRJNA267742
# Submitter:      Harvard Medical School
# Date:           2014-12-18
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: partial
# Assembly method: fermi2 v. r167
# Expected final version: No
# Genome coverage: 30.0x
# Sequencing technology: Illumina HiSeq short-insert PCR-free
# Excluded from RefSeq: partial
# GenBank assembly accession: GCA_000786075.2
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000786095.2		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
decoy10250	unplaced-scaffold	na	na	JTFH01001198.1	<>	na	Primary Assembly	1094	na
decoy10251	unplaced-scaffold	na	na	JTFH01001199.1	<>	na	Primary Assembly	1091	na
decoy10252	unplaced-scaffold	na	na	JTFH01001200.1	<>	na	Primary Assembly	1089	na
decoy10253	unplaced-scaffold	na	na	JTFH01001201.1	<>	na	Primary Assembly	1086	na
decoy10254	unplaced-scaffold	na	na	JTFH01001202.1	<>	na	Primary Assembly	1085	na
decoy10255	unplaced-scaffold	na	na	JTFH01001203.1	<>	na	Primary Assembly	1084	na
decoy10256	unplaced-scaffold	na	na	JTFH01001204.1	<>	na	Primary Assembly	1083	na
decoy10257	unplaced-scaffold	na	na	JTFH01001205.1	<>	na	Primary Assembly	1083	na
decoy10258	unplaced-scaffold	na	na	JTFH01001206.1	<>	na	Primary Assembly	1079	na
decoy10259	unplaced-scaffold	na	na	JTFH01001207.1	<>	na	Primary Assembly	1076	na
decoy10260	unplaced-scaffold	na	na	JTFH01001208.1	<>	na	Primary Assembly	1069	na
decoy10261	unplaced-scaffold	na	na	JTFH01001209.1	<>	na	Primary Assembly	1068	na
decoy10262	unplaced-scaffold	na	na	JTFH01001210.1	<>	na	Primary Assembly	1067	na
decoy10263	unplaced-scaffold	na	na	JTFH01001211.1	<>	na	Primary Assembly	1067	na
decoy10264	unplaced-scaffold	na	na	JTFH01001212.1	<>	na	Primary Assembly	1067	na
decoy10265	unplaced-scaffold	na	na	JTFH01001213.1	<>	na	Primary Assembly	1063	na
decoy10266	unplaced-scaffold	na	na	JTFH01001214.1	<>	na	Primary Assembly	1062	na
decoy10267	unplaced-scaffold	na	na	JTFH01001215.1	<>	na	Primary Assembly	1059	na
decoy10268	unplaced-scaffold	na	na	JTFH01001216.1	<>	na	Primary Assembly	1058	na
decoy10269	unplaced-scaffold	na	na	JTFH01001217.1	<>	na	Primary Assembly	1058	na
decoy10270	unplaced-scaffold	na	na	JTFH01001218.1	<>	na	Primary Assembly	1055	na
decoy10271	unplaced-scaffold	na	na	JTFH01001219.1	<>	na	Primary Assembly	1054	na
decoy10272	unplaced-scaffold	na	na	JTFH01001220.1	<>	na	Primary Assembly	1054	na
decoy10273	unplaced-scaffold	na	na	JTFH01001221.1	<>	na	Primary Assembly	1053	na
decoy10274	unplaced-scaffold	na	na	JTFH01001222.1	<>	na	Primary Assembly	1053	na
decoy10275	unplaced-scaffold	na	na	JTFH01001223.1	<>	na	Primary Assembly	1052	na
decoy10276	unplaced-scaffold	na	na	JTFH01001224.1	<>	na	Primary Assembly	1051	na
decoy10277	unplaced-scaffold	na	na	JTFH01001225.1	<>	na	Primary Assembly	1049	na
decoy10278	unplaced-scaffold	na	na	JTFH01001226.1	<>	na	Primary Assembly	1047	na
decoy10279	unplaced-scaffold	na	na	JTFH01001227.1	<>	na	Primary Assembly	1044	na
decoy10280	unplaced-scaffold	na	na	JTFH01001228.1	<>	na	Primary Assembly	1043	na
decoy10281	unplaced-scaffold	na	na	JTFH01001229.1	<>	na	Primary Assembly	1043	na
decoy10282	unplaced-scaffold	na	na	JTFH01001230.1	<>	na	Primary Assembly	1042	na
decoy10283	unplaced-scaffold	na	na	JTFH01001231.1	<>	na	Primary Assembly	1042	na
decoy10284	unplaced-scaffold	na	na	JTFH01001232.1	<>	na	Primary Assembly	1041	na
decoy10285	unplaced-scaffold	na	na	JTFH01001233.1	<>	na	Primary Assembly	1040	na
decoy10286	unplaced-scaffold	na	na	JTFH01001234.1	<>	na	Primary Assembly	1039	na
decoy10287	unplaced-scaffold	na	na	JTFH01001235.1	<>	na	Primary Assembly	1038	na
decoy10288	unplaced-scaffold	na	na	JTFH01001236.1	<>	na	Primary Assembly	1037	na
decoy10289	unplaced-scaffold	na	na	JTFH01001237.1	<>	na	Primary Assembly	1037	na
decoy10290	unplaced-scaffold	na	na	JTFH01001238.1	<>	na	Primary Assembly	1035	na
decoy10292	unplaced-scaffold	na	na	JTFH01001239.1	<>	na	Primary Assembly	1027	na
decoy10293	unplaced-scaffold	na	na	JTFH01001240.1	<>	na	Primary Assembly	1021	na
decoy10294	unplaced-scaffold	na	na	JTFH01001241.1	<>	na	Primary Assembly	1021	na
decoy10295	unplaced-scaffold	na	na	JTFH01001242.1	<>	na	Primary Assembly	1019	na
decoy10296	unplaced-scaffold	na	na	JTFH01001243.1	<>	na	Primary Assembly	1019	na
decoy10297	unplaced-scaffold	na	na	JTFH01001244.1	<>	na	Primary Assembly	1016	na
decoy10298	unplaced-scaffold	na	na	JTFH01001245.1	<>	na	Primary Assembly	1014	na
decoy10299	unplaced-scaffold	na	na	JTFH01001246.1	<>	na	Primary Assembly	1013	na
decoy10301	unplaced-scaffold	na	na	JTFH01001247.1	<>	na	Primary Assembly	1009	na
decoy10302	unplaced-scaffold	na	na	JTFH01001248.1	<>	na	Primary Assembly	1008	na
decoy10303	unplaced-scaffold	na	na	JTFH01001249.1	<>	na	Primary Assembly	1007	na
decoy10304	unplaced-scaffold	na	na	JTFH01001250.1	<>	na	Primary Assembly	1004	na
decoy10305	unplaced-scaffold	na	na	JTFH01001251.1	<>	na	Primary Assembly	1004	na
decoy10306	unplaced-scaffold	na	na	JTFH01001252.1	<>	na	Primary Assembly	1003	na
decoy10308	unplaced-scaffold	na	na	JTFH01001253.1	<>	na	Primary Assembly	1001	na
decoy10309	unplaced-scaffold	na	na	JTFH01001254.1	<>	na	Primary Assembly	1000	na
decoy10310	unplaced-scaffold	na	na	JTFH01001255.1	<>	na	Primary Assembly	1000	na
decoy10311	unplaced-scaffold	na	na	JTFH01001256.1	<>	na	Primary Assembly	1000	na
decoy20002	unplaced-scaffold	na	na	JTFH01001257.1	<>	na	Primary Assembly	17929	na
decoy20003	unplaced-scaffold	na	na	JTFH01001258.1	<>	na	Primary Assembly	9749	na
decoy20005	unplaced-scaffold	na	na	JTFH01001259.1	<>	na	Primary Assembly	8053	na
decoy20006	unplaced-scaffold	na	na	JTFH01001260.1	<>	na	Primary Assembly	7826	na
decoy20007	unplaced-scaffold	na	na	JTFH01001261.1	<>	na	Primary Assembly	7768	na
decoy20016	unplaced-scaffold	na	na	JTFH01001262.1	<>	na	Primary Assembly	5691	na
decoy20018	unplaced-scaffold	na	na	JTFH01001263.1	<>	na	Primary Assembly	5444	na
decoy20023	unplaced-scaffold	na	na	JTFH01001264.1	<>	na	Primary Assembly	5077	na
decoy20024	unplaced-scaffold	na	na	JTFH01001265.1	<>	na	Primary Assembly	4990	na
decoy20032	unplaced-scaffold	na	na	JTFH01001266.1	<>	na	Primary Assembly	4545	na
decoy20033	unplaced-scaffold	na	na	JTFH01001267.1	<>	na	Primary Assembly	4544	na
decoy20038	unplaced-scaffold	na	na	JTFH01001268.1	<>	na	Primary Assembly	4202	na
decoy20039	unplaced-scaffold	na	na	JTFH01001269.1	<>	na	Primary Assembly	4195	na
decoy20041	unplaced-scaffold	na	na	JTFH01001270.1	<>	na	Primary Assembly	3807	na
decoy20043	unplaced-scaffold	na	na	JTFH01001271.1	<>	na	Primary Assembly	3741	na
decoy20044	unplaced-scaffold	na	na	JTFH01001272.1	<>	na	Primary Assembly	3699	na
decoy20047	unplaced-scaffold	na	na	JTFH01001273.1	<>	na	Primary Assembly	3640	na
decoy20050	unplaced-scaffold	na	na	JTFH01001274.1	<>	na	Primary Assembly	3531	na
decoy20051	unplaced-scaffold	na	na	JTFH01001275.1	<>	na	Primary Assembly	3455	na
decoy20052	unplaced-scaffold	na	na	JTFH01001276.1	<>	na	Primary Assembly	3411	na
decoy20054	unplaced-scaffold	na	na	JTFH01001277.1	<>	na	Primary Assembly	3387	na
decoy20055	unplaced-scaffold	na	na	JTFH01001278.1	<>	na	Primary Assembly	3358	na
decoy20056	unplaced-scaffold	na	na	JTFH01001279.1	<>	na	Primary Assembly	3285	na
decoy20059	unplaced-scaffold	na	na	JTFH01001280.1	<>	na	Primary Assembly	3273	na
decoy20060	unplaced-scaffold	na	na	JTFH01001281.1	<>	na	Primary Assembly	3262	na
decoy20061	unplaced-scaffold	na	na	JTFH01001282.1	<>	na	Primary Assembly	3259	na
decoy20063	unplaced-scaffold	na	na	JTFH01001283.1	<>	na	Primary Assembly	3222	na
decoy20066	unplaced-scaffold	na	na	JTFH01001284.1	<>	na	Primary Assembly	3127	na
decoy20068	unplaced-scaffold	na	na	JTFH01001285.1	<>	na	Primary Assembly	3110	na
decoy20069	unplaced-scaffold	na	na	JTFH01001286.1	<>	na	Primary Assembly	3104	na
decoy20070	unplaced-scaffold	na	na	JTFH01001287.1	<>	na	Primary Assembly	3071	na
decoy20071	unplaced-scaffold	na	na	JTFH01001288.1	<>	na	Primary Assembly	3063	na
decoy20072	unplaced-scaffold	na	na	JTFH01001289.1	<>	na	Primary Assembly	3059	na
decoy20074	unplaced-scaffold	na	na	JTFH01001290.1	<>	na	Primary Assembly	2990	na
decoy20075	unplaced-scaffold	na	na	JTFH01001291.1	<>	na	Primary Assembly	2986	na
decoy20078	unplaced-scaffold	na	na	JTFH01001292.1	<>	na	Primary Assembly	2928	na
decoy20080	unplaced-scaffold	na	na	JTFH01001293.1	<>	na	Primary Assembly	2922	na
decoy20086	unplaced-scaffold	na	na	JTFH01001294.1	<>	na	Primary Assembly	2875	na
decoy20087	unplaced-scaffold	na	na	JTFH01001295.1	<>	na	Primary Assembly	2859	na
decoy20088	unplaced-scaffold	na	na	JTFH01001296.1	<>	na	Primary Assembly	2850	na
decoy20090	unplaced-scaffold	na	na	JTFH01001297.1	<>	na	Primary Assembly	2813	na
decoy20094	unplaced-scaffold	na	na	JTFH01001298.1	<>	na	Primary Assembly	2785	na
decoy20095	unplaced-scaffold	na	na	JTFH01001299.1	<>	na	Primary Assembly	2736	na
decoy20096	unplaced-scaffold	na	na	JTFH01001300.1	<>	na	Primary Assembly	2688	na
decoy20097	unplaced-scaffold	na	na	JTFH01001301.1	<>	na	Primary Assembly	2658	na
decoy20098	unplaced-scaffold	na	na	JTFH01001302.1	<>	na	Primary Assembly	2643	na
decoy20100	unplaced-scaffold	na	na	JTFH01001303.1	<>	na	Primary Assembly	2618	na
decoy20101	unplaced-scaffold	na	na	JTFH01001304.1	<>	na	Primary Assembly	2605	na
decoy20103	unplaced-scaffold	na	na	JTFH01001305.1	<>	na	Primary Assembly	2583	na
decoy20105	unplaced-scaffold	na	na	JTFH01001306.1	<>	na	Primary Assembly	2534	na
decoy20107	unplaced-scaffold	na	na	JTFH01001307.1	<>	na	Primary Assembly	2512	na
decoy20108	unplaced-scaffold	na	na	JTFH01001308.1	<>	na	Primary Assembly	2500	na
decoy20109	unplaced-scaffold	na	na	JTFH01001309.1	<>	na	Primary Assembly	2481	na
decoy20110	unplaced-scaffold	na	na	JTFH01001310.1	<>	na	Primary Assembly	2478	na
decoy20112	unplaced-scaffold	na	na	JTFH01001311.1	<>	na	Primary Assembly	2473	na
decoy20113	unplaced-scaffold	na	na	JTFH01001312.1	<>	na	Primary Assembly	2467	na
decoy20114	unplaced-scaffold	na	na	JTFH01001313.1	<>	na	Primary Assembly	2442	na
decoy20116	unplaced-scaffold	na	na	JTFH01001314.1	<>	na	Primary Assembly	2430	na
decoy20117	unplaced-scaffold	na	na	JTFH01001315.1	<>	na	Primary Assembly	2417	na
decoy20118	unplaced-scaffold	na	na	JTFH01001316.1	<>	na	Primary Assembly	2408	na
decoy20119	unplaced-scaffold	na	na	JTFH01001317.1	<>	na	Primary Assembly	2395	na
decoy20120	unplaced-scaffold	na	na	JTFH01001318.1	<>	na	Primary Assembly	2352	na
decoy20121	unplaced-scaffold	na	na	JTFH01001319.1	<>	na	Primary Assembly	2337	na
decoy20122	unplaced-scaffold	na	na	JTFH01001320.1	<>	na	Primary Assembly	2322	na
decoy20123	unplaced-scaffold	na	na	JTFH01001321.1	<>	na	Primary Assembly	2307	na
decoy20124	unplaced-scaffold	na	na	JTFH01001322.1	<>	na	Primary Assembly	2306	na
decoy20129	unplaced-scaffold	na	na	JTFH01001323.1	<>	na	Primary Assembly	2292	na
decoy20131	unplaced-scaffold	na	na	JTFH01001324.1	<>	na	Primary Assembly	2271	na
decoy20132	unplaced-scaffold	na	na	JTFH01001325.1	<>	na	Primary Assembly	2265	na
decoy20133	unplaced-scaffold	na	na	JTFH01001326.1	<>	na	Primary Assembly	2260	na
decoy20135	unplaced-scaffold	na	na	JTFH01001327.1	<>	na	Primary Assembly	2240	na
decoy20136	unplaced-scaffold	na	na	JTFH01001328.1	<>	na	Primary Assembly	2238	na
decoy20139	unplaced-scaffold	na	na	JTFH01001329.1	<>	na	Primary Assembly	2228	na
decoy20140	unplaced-scaffold	na	na	JTFH01001330.1	<>	na	Primary Assembly	2215	na
decoy20141	unplaced-scaffold	na	na	JTFH01001331.1	<>	na	Primary Assembly	2205	na
decoy20144	unplaced-scaffold	na	na	JTFH01001332.1	<>	na	Primary Assembly	2191	na
decoy20145	unplaced-scaffold	na	na	JTFH01001333.1	<>	na	Primary Assembly	2191	na
decoy20146	unplaced-scaffold	na	na	JTFH01001334.1	<>	na	Primary Assembly	2190	na
decoy20148	unplaced-scaffold	na	na	JTFH01001335.1	<>	na	Primary Assembly	2184	na
decoy20150	unplaced-scaffold	na	na	JTFH01001336.1	<>	na	Primary Assembly	2166	na
decoy20151	unplaced-scaffold	na	na	JTFH01001337.1	<>	na	Primary Assembly	2165	na
decoy20152	unplaced-scaffold	na	na	JTFH01001338.1	<>	na	Primary Assembly	2162	na
decoy20153	unplaced-scaffold	na	na	JTFH01001339.1	<>	na	Primary Assembly	2146	na
decoy20155	unplaced-scaffold	na	na	JTFH01001340.1	<>	na	Primary Assembly	2116	na
decoy20157	unplaced-scaffold	na	na	JTFH01001341.1	<>	na	Primary Assembly	2112	na
decoy20158	unplaced-scaffold	na	na	JTFH01001342.1	<>	na	Primary Assembly	2108	na
decoy20159	unplaced-scaffold	na	na	JTFH01001343.1	<>	na	Primary Assembly	2106	na
decoy20160	unplaced-scaffold	na	na	JTFH01001344.1	<>	na	Primary Assembly	2106	na
decoy20161	unplaced-scaffold	na	na	JTFH01001345.1	<>	na	Primary Assembly	2106	na
decoy20162	unplaced-scaffold	na	na	JTFH01001346.1	<>	na	Primary Assembly	2097	na
decoy20163	unplaced-scaffold	na	na	JTFH01001347.1	<>	na	Primary Assembly	2081	na
decoy20164	unplaced-scaffold	na	na	JTFH01001348.1	<>	na	Primary Assembly	2058	na
decoy20165	unplaced-scaffold	na	na	JTFH01001349.1	<>	na	Primary Assembly	2055	na
decoy20167	unplaced-scaffold	na	na	JTFH01001350.1	<>	na	Primary Assembly	2054	na
decoy20170	unplaced-scaffold	na	na	JTFH01001351.1	<>	na	Primary Assembly	2037	na
decoy20171	unplaced-scaffold	na	na	JTFH01001352.1	<>	na	Primary Assembly	2032	na
decoy20172	unplaced-scaffold	na	na	JTFH01001353.1	<>	na	Primary Assembly	2032	na
decoy20173	unplaced-scaffold	na	na	JTFH01001354.1	<>	na	Primary Assembly	2020	na
decoy20174	unplaced-scaffold	na	na	JTFH01001355.1	<>	na	Primary Assembly	2018	na
decoy20175	unplaced-scaffold	na	na	JTFH01001356.1	<>	na	Primary Assembly	2014	na
decoy20176	unplaced-scaffold	na	na	JTFH01001357.1	<>	na	Primary Assembly	2001	na
decoy20177	unplaced-scaffold	na	na	JTFH01001358.1	<>	na	Primary Assembly	2001	na
decoy20178	unplaced-scaffold	na	na	JTFH01001359.1	<>	na	Primary Assembly	1991	na
decoy20179	unplaced-scaffold	na	na	JTFH01001360.1	<>	na	Primary Assembly	1990	na
decoy20180	unplaced-scaffold	na	na	JTFH01001361.1	<>	na	Primary Assembly	1983	na
decoy20182	unplaced-scaffold	na	na	JTFH01001362.1	<>	na	Primary Assembly	1981	na
decoy20183	unplaced-scaffold	na	na	JTFH01001363.1	<>	na	Primary Assembly	1981	na
decoy20184	unplaced-scaffold	na	na	JTFH01001364.1	<>	na	Primary Assembly	1979	na
decoy20185	unplaced-scaffold	na	na	JTFH01001365.1	<>	na	Primary Assembly	1963	na
decoy20186	unplaced-scaffold	na	na	JTFH01001366.1	<>	na	Primary Assembly	1932	na
decoy20187	unplaced-scaffold	na	na	JTFH01001367.1	<>	na	Primary Assembly	1929	na
decoy20190	unplaced-scaffold	na	na	JTFH01001368.1	<>	na	Primary Assembly	1881	na
decoy20191	unplaced-scaffold	na	na	JTFH01001369.1	<>	na	Primary Assembly	1874	na
decoy20192	unplaced-scaffold	na	na	JTFH01001370.1	<>	na	Primary Assembly	1849	na
decoy20193	unplaced-scaffold	na	na	JTFH01001371.1	<>	na	Primary Assembly	1849	na
decoy20194	unplaced-scaffold	na	na	JTFH01001372.1	<>	na	Primary Assembly	1833	na
decoy20195	unplaced-scaffold	na	na	JTFH01001373.1	<>	na	Primary Assembly	1832	na
decoy20196	unplaced-scaffold	na	na	JTFH01001374.1	<>	na	Primary Assembly	1826	na
decoy20197	unplaced-scaffold	na	na	JTFH01001375.1	<>	na	Primary Assembly	1814	na
decoy20198	unplaced-scaffold	na	na	JTFH01001376.1	<>	na	Primary Assembly	1814	na
decoy20199	unplaced-scaffold	na	na	JTFH01001377.1	<>	na	Primary Assembly	1791	na
decoy20200	unplaced-scaffold	na	na	JTFH01001378.1	<>	na	Primary Assembly	1789	na
decoy20201	unplaced-scaffold	na	na	JTFH01001379.1	<>	na	Primary Assembly	1786	na
decoy20202	unplaced-scaffold	na	na	JTFH01001380.1	<>	na	Primary Assembly	1778	na
decoy20203	unplaced-scaffold	na	na	JTFH01001381.1	<>	na	Primary Assembly	1776	na
decoy20207	unplaced-scaffold	na	na	JTFH01001382.1	<>	na	Primary Assembly	1762	na
decoy20208	unplaced-scaffold	na	na	JTFH01001383.1	<>	na	Primary Assembly	1758	na
decoy20209	unplaced-scaffold	na	na	JTFH01001384.1	<>	na	Primary Assembly	1757	na
decoy20210	unplaced-scaffold	na	na	JTFH01001385.1	<>	na	Primary Assembly	1754	na
decoy20211	unplaced-scaffold	na	na	JTFH01001386.1	<>	na	Primary Assembly	1752	na
decoy20212	unplaced-scaffold	na	na	JTFH01001387.1	<>	na	Primary Assembly	1751	na
decoy20213	unplaced-scaffold	na	na	JTFH01001388.1	<>	na	Primary Assembly	1749	na
decoy20216	unplaced-scaffold	na	na	JTFH01001389.1	<>	na	Primary Assembly	1738	na
decoy20217	unplaced-scaffold	na	na	JTFH01001390.1	<>	na	Primary Assembly	1729	na
decoy20218	unplaced-scaffold	na	na	JTFH01001391.1	<>	na	Primary Assembly	1726	na
decoy20219	unplaced-scaffold	na	na	JTFH01001392.1	<>	na	Primary Assembly	1716	na
decoy20220	unplaced-scaffold	na	na	JTFH01001393.1	<>	na	Primary Assembly	1712	na
decoy20221	unplaced-scaffold	na	na	JTFH01001394.1	<>	na	Primary Assembly	1711	na
decoy20222	unplaced-scaffold	na	na	JTFH01001395.1	<>	na	Primary Assembly	1703	na
decoy20223	unplaced-scaffold	na	na	JTFH01001396.1	<>	na	Primary Assembly	1702	na
decoy20224	unplaced-scaffold	na	na	JTFH01001397.1	<>	na	Primary Assembly	1699	na
decoy20225	unplaced-scaffold	na	na	JTFH01001398.1	<>	na	Primary Assembly	1686	na
decoy20226	unplaced-scaffold	na	na	JTFH01001399.1	<>	na	Primary Assembly	1684	na
decoy20227	unplaced-scaffold	na	na	JTFH01001400.1	<>	na	Primary Assembly	1680	na
decoy20228	unplaced-scaffold	na	na	JTFH01001401.1	<>	na	Primary Assembly	1678	na
decoy20229	unplaced-scaffold	na	na	JTFH01001402.1	<>	na	Primary Assembly	1678	na
decoy20230	unplaced-scaffold	na	na	JTFH01001403.1	<>	na	Primary Assembly	1677	na
decoy20231	unplaced-scaffold	na	na	JTFH01001404.1	<>	na	Primary Assembly	1676	na
decoy20232	unplaced-scaffold	na	na	JTFH01001405.1	<>	na	Primary Assembly	1672	na
decoy20233	unplaced-scaffold	na	na	JTFH01001406.1	<>	na	Primary Assembly	1669	na
decoy20234	unplaced-scaffold	na	na	JTFH01001407.1	<>	na	Primary Assembly	1668	na
decoy20235	unplaced-scaffold	na	na	JTFH01001408.1	<>	na	Primary Assembly	1663	na
decoy20236	unplaced-scaffold	na	na	JTFH01001409.1	<>	na	Primary Assembly	1660	na
decoy20237	unplaced-scaffold	na	na	JTFH01001410.1	<>	na	Primary Assembly	1660	na
decoy20238	unplaced-scaffold	na	na	JTFH01001411.1	<>	na	Primary Assembly	1658	na
decoy20239	unplaced-scaffold	na	na	JTFH01001412.1	<>	na	Primary Assembly	1656	na
decoy20240	unplaced-scaffold	na	na	JTFH01001413.1	<>	na	Primary Assembly	1656	na
decoy20241	unplaced-scaffold	na	na	JTFH01001414.1	<>	na	Primary Assembly	1652	na
decoy20242	unplaced-scaffold	na	na	JTFH01001415.1	<>	na	Primary Assembly	1647	na
decoy20243	unplaced-scaffold	na	na	JTFH01001416.1	<>	na	Primary Assembly	1645	na
decoy20244	unplaced-scaffold	na	na	JTFH01001417.1	<>	na	Primary Assembly	1641	na
decoy20245	unplaced-scaffold	na	na	JTFH01001418.1	<>	na	Primary Assembly	1638	na
decoy20246	unplaced-scaffold	na	na	JTFH01001419.1	<>	na	Primary Assembly	1633	na
decoy20247	unplaced-scaffold	na	na	JTFH01001420.1	<>	na	Primary Assembly	1626	na
decoy20249	unplaced-scaffold	na	na	JTFH01001421.1	<>	na	Primary Assembly	1614	na
decoy20250	unplaced-scaffold	na	na	JTFH01001422.1	<>	na	Primary Assembly	1612	na
decoy20251	unplaced-scaffold	na	na	JTFH01001423.1	<>	na	Primary Assembly	1605	na
decoy20252	unplaced-scaffold	na	na	JTFH01001424.1	<>	na	Primary Assembly	1603	na
decoy20253	unplaced-scaffold	na	na	JTFH01001425.1	<>	na	Primary Assembly	1599	na
decoy20254	unplaced-scaffold	na	na	JTFH01001426.1	<>	na	Primary Assembly	1589	na
decoy20255	unplaced-scaffold	na	na	JTFH01001427.1	<>	na	Primary Assembly	1588	na
decoy20256	unplaced-scaffold	na	na	JTFH01001428.1	<>	na	Primary Assembly	1585	na
decoy20257	unplaced-scaffold	na	na	JTFH01001429.1	<>	na	Primary Assembly	1584	na
decoy20258	unplaced-scaffold	na	na	JTFH01001430.1	<>	na	Primary Assembly	1584	na
decoy20259	unplaced-scaffold	na	na	JTFH01001431.1	<>	na	Primary Assembly	1580	na
decoy20260	unplaced-scaffold	na	na	JTFH01001432.1	<>	na	Primary Assembly	1572	na
decoy20261	unplaced-scaffold	na	na	JTFH01001433.1	<>	na	Primary Assembly	1570	na
decoy20262	unplaced-scaffold	na	na	JTFH01001434.1	<>	na	Primary Assembly	1569	na
decoy20263	unplaced-scaffold	na	na	JTFH01001435.1	<>	na	Primary Assembly	1568	na
decoy20264	unplaced-scaffold	na	na	JTFH01001436.1	<>	na	Primary Assembly	1567	na
decoy20265	unplaced-scaffold	na	na	JTFH01001437.1	<>	na	Primary Assembly	1565	na
decoy20267	unplaced-scaffold	na	na	JTFH01001438.1	<>	na	Primary Assembly	1559	na
decoy20268	unplaced-scaffold	na	na	JTFH01001439.1	<>	na	Primary Assembly	1559	na
decoy20269	unplaced-scaffold	na	na	JTFH01001440.1	<>	na	Primary Assembly	1556	na
decoy20270	unplaced-scaffold	na	na	JTFH01001441.1	<>	na	Primary Assembly	1554	na
decoy20271	unplaced-scaffold	na	na	JTFH01001442.1	<>	na	Primary Assembly	1549	na
decoy20272	unplaced-scaffold	na	na	JTFH01001443.1	<>	na	Primary Assembly	1542	na
decoy20273	unplaced-scaffold	na	na	JTFH01001444.1	<>	na	Primary Assembly	1541	na
decoy20275	unplaced-scaffold	na	na	JTFH01001445.1	<>	na	Primary Assembly	1538	na
decoy20276	unplaced-scaffold	na	na	JTFH01001446.1	<>	na	Primary Assembly	1537	na
decoy20277	unplaced-scaffold	na	na	JTFH01001447.1	<>	na	Primary Assembly	1535	na
decoy20278	unplaced-scaffold	na	na	JTFH01001448.1	<>	na	Primary Assembly	1530	na
decoy20279	unplaced-scaffold	na	na	JTFH01001449.1	<>	na	Primary Assembly	1528	na
decoy20280	unplaced-scaffold	na	na	JTFH01001450.1	<>	na	Primary Assembly	1522	na
decoy20281	unplaced-scaffold	na	na	JTFH01001451.1	<>	na	Primary Assembly	1514	na
decoy20282	unplaced-scaffold	na	na	JTFH01001452.1	<>	na	Primary Assembly	1509	na
decoy20283	unplaced-scaffold	na	na	JTFH01001453.1	<>	na	Primary Assembly	1507	na
decoy20284	unplaced-scaffold	na	na	JTFH01001454.1	<>	na	Primary Assembly	1500	na
decoy20285	unplaced-scaffold	na	na	JTFH01001455.1	<>	na	Primary Assembly	1499	na
decoy20286	unplaced-scaffold	na	na	JTFH01001456.1	<>	na	Primary Assembly	1499	na
decoy20287	unplaced-scaffold	na	na	JTFH01001457.1	<>	na	Primary Assembly	1497	na
decoy20288	unplaced-scaffold	na	na	JTFH01001458.1	<>	na	Primary Assembly	1496	na
decoy20289	unplaced-scaffold	na	na	JTFH01001459.1	<>	na	Primary Assembly	1488	na
decoy20290	unplaced-scaffold	na	na	JTFH01001460.1	<>	na	Primary Assembly	1486	na
decoy20291	unplaced-scaffold	na	na	JTFH01001461.1	<>	na	Primary Assembly	1485	na
decoy20292	unplaced-scaffold	na	na	JTFH01001462.1	<>	na	Primary Assembly	1481	na
decoy20293	unplaced-scaffold	na	na	JTFH01001463.1	<>	na	Primary Assembly	1479	na
decoy20294	unplaced-scaffold	na	na	JTFH01001464.1	<>	na	Primary Assembly	1472	na
decoy20295	unplaced-scaffold	na	na	JTFH01001465.1	<>	na	Primary Assembly	1472	na
decoy20296	unplaced-scaffold	na	na	JTFH01001466.1	<>	na	Primary Assembly	1470	na
decoy20297	unplaced-scaffold	na	na	JTFH01001467.1	<>	na	Primary Assembly	1466	na
decoy20298	unplaced-scaffold	na	na	JTFH01001468.1	<>	na	Primary Assembly	1465	na
decoy20299	unplaced-scaffold	na	na	JTFH01001469.1	<>	na	Primary Assembly	1461	na
decoy20300	unplaced-scaffold	na	na	JTFH01001470.1	<>	na	Primary Assembly	1458	na
decoy20301	unplaced-scaffold	na	na	JTFH01001471.1	<>	na	Primary Assembly	1457	na
decoy20303	unplaced-scaffold	na	na	JTFH01001472.1	<>	na	Primary Assembly	1448	na
decoy20304	unplaced-scaffold	na	na	JTFH01001473.1	<>	na	Primary Assembly	1447	na
decoy20305	unplaced-scaffold	na	na	JTFH01001474.1	<>	na	Primary Assembly	1444	na
decoy20306	unplaced-scaffold	na	na	JTFH01001475.1	<>	na	Primary Assembly	1443	na
decoy20307	unplaced-scaffold	na	na	JTFH01001476.1	<>	na	Primary Assembly	1443	na
decoy20309	unplaced-scaffold	na	na	JTFH01001477.1	<>	na	Primary Assembly	1438	na
